model,date,rank,feature,value,z_score_vs_train,driver_score_proxy,pred_adjustment,target_position_proxy
rf_depth4_leaf20_live,2026-04-14,4,dist_sup20,0.1334346977030536,2.1310089641494416,0.04904703171455056,-1,0.11514290999999999
rf_depth4_leaf20_live,2026-04-14,5,ret5,0.08324665500362727,2.849911999153175,0.03392752379944244,-1,0.11514290999999999
rf_depth4_leaf20_live,2026-04-14,6,base_position_v3,0.36514291,-0.46772408553437606,0.02561346182688248,-1,0.11514290999999999
rf_depth4_leaf20_live,2026-04-15,1,ma50_over_ma200,0.13392084612563582,1.709115799172513,0.19668396101588437,-1,0.11616999
rf_depth4_leaf20_live,2026-04-15,2,ma200_slope20,0.0344991501888785,2.1017809895522235,0.10508904947761112,-1,0.11616999
rf_depth4_leaf20_live,2026-04-15,3,dist_sup20,0.1384646419087916,2.259386353826088,0.0520017494134575,-1,0.11616999
rf_depth4_leaf20_live,2026-04-15,4,ret10,0.08177493091333377,1.965886782728659,0.03744546252816489,-1,0.11616999
rf_depth4_leaf20_live,2026-04-15,5,base_position_v3,0.36616999,-0.46469913049410644,0.02544780952705819,-1,0.11616999
rf_depth4_leaf20_live,2026-04-15,6,dist_ma20,0.0727185084083064,2.1022808122443712,0.020021722021374894,-1,0.11616999
rf_depth4_leaf20_live,2026-04-16,1,ma50_over_ma200,0.13428085150386693,1.7152699205241195,0.19739217339364862,-1,0.12164797999999999
rf_depth4_leaf20_live,2026-04-16,2,ma200_slope20,0.034755202821488584,2.122657212368004,0.10613286061840015,-1,0.12164797999999999
rf_depth4_leaf20_live,2026-04-16,3,dist_sup20,0.16557002311450342,2.9511868874006284,0.06792414264652229,-1,0.12164797999999999
rf_depth4_leaf20_live,2026-04-16,4,ret10,0.134476375100824,3.3281315529271778,0.0633929819605176,-1,0.12164797999999999
rf_depth4_leaf20_live,2026-04-16,5,dist_ma20,0.09393985324054732,2.7653241480359476,0.026336420457485122,-1,0.12164797999999999
